id,name,country,country_code,position,price,is_eliminated,photo_url,created_at,current_price,opta_name
239,Timothy Fayulu,Congo DR,COD,GK,3.6,false,,2026-06-07 20:08:13.783269,3.6,
240,Cédric Bakambu,Congo DR,COD,FWD,6.5,false,,2026-06-07 20:08:13.783269,6.5,C. Bakambu
241,Charles Pickel,Congo DR,COD,MID,5.3,false,,2026-06-07 20:08:13.783269,5.3,C. Pickel
242,Fiston Mayele,Congo DR,COD,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,F. Mayele
243,Yoane Wissa,Congo DR,COD,FWD,6.2,false,,2026-06-07 20:08:13.783269,6.2,Y. Wissa
244,Matthieu Epolo,Congo DR,COD,GK,3.7,false,,2026-06-07 20:08:13.783269,3.7,
245,Chancel Mbemba,Congo DR,COD,DEF,4.2,false,,2026-06-07 20:08:13.783269,4.2,C. Mbemba
246,Simon Banza,Congo DR,COD,FWD,5.6,false,,2026-06-07 20:08:13.783269,5.6,S. Banza
247,Gédéon Kalulu,Congo DR,COD,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,G. Kalulu
248,Edo Kayembe,Congo DR,COD,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,E. Kayembe
249,Arthur Masuaku,Congo DR,COD,DEF,4.2,false,,2026-06-07 20:08:13.783269,4.2,A. Masuaku
250,David Ospina,Colombia,COL,GK,4.0,false,,2026-06-07 20:08:13.783269,4.0,
251,Daniel Muñoz,Colombia,COL,DEF,4.6,false,,2026-06-07 20:08:13.783269,4.6,D. Muñoz
252,Jhon Lucumí,Colombia,COL,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,J. Lucumí
253,Santiago Arias,Colombia,COL,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,S. Arias
254,Kevin Castaño,Colombia,COL,MID,4.3,false,,2026-06-07 20:08:13.783269,4.3,K. Castaño
255,Richard Ríos,Colombia,COL,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,R. Ríos
256,Luis Díaz,Colombia,COL,FWD,8.1,false,,2026-06-07 20:08:13.783269,8.1,L. Díaz
257,Jorge Carrascal,Colombia,COL,MID,6.1,false,,2026-06-07 20:08:13.783269,6.1,
258,Jhon Córdoba,Colombia,COL,FWD,6.1,false,,2026-06-07 20:08:13.783269,6.1,J. Córdoba
259,James Rodríguez,Colombia,COL,MID,6.5,false,,2026-06-07 20:08:13.783269,6.5,J. Rodríguez
260,Jhon Arias,Colombia,COL,MID,6.3,false,,2026-06-07 20:08:13.783269,6.9,J. Arias
261,Camilo Vargas,Colombia,COL,GK,4.3,false,,2026-06-07 20:08:13.783269,4.3,C. Vargas
262,Yerry Mina,Colombia,COL,DEF,4.2,false,,2026-06-07 20:08:13.783269,4.2,Y. Mina
263,Gustavo Puerta,Colombia,COL,DEF,5.3,false,,2026-06-07 20:08:13.783269,5.3,G. Puerta
264,Juan Portilla,Colombia,COL,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,
265,Jefferson Lerma,Colombia,COL,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,J. Lerma
266,Johan Mojica,Colombia,COL,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,J. Mojica
267,Willer Ditta,Colombia,COL,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,
268,Juan Fernando Quintero,Colombia,COL,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,J. Quintero
269,Jaminton Campaz,Colombia,COL,FWD,5.5,false,,2026-06-07 20:08:13.783269,5.5,J. Campaz
270,Déiver Machado,Colombia,COL,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,D. Machado
271,Dávinson Sánchez,Colombia,COL,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,D. Sánchez
272,Álvaro Montero,Colombia,COL,GK,3.8,false,,2026-06-07 20:08:13.783269,3.8,
273,Luis Suárez,Colombia,COL,FWD,5.7,false,,2026-06-07 20:08:13.783269,5.7,L. Suárez
274,Andrés Gómez,Colombia,COL,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,A. Gómez
275,Logan Costa,Cabo Verde,CPV,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,
276,Kevin Pina,Cabo Verde,CPV,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,Kevin Pina
277,Jovane Cabral,Cabo Verde,CPV,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,Jovane Cabral
278,João Paulo,Cabo Verde,CPV,MID,4.6,false,,2026-06-07 20:08:13.783269,4.6,João Paulo
279,Gilson Benchimol,Cabo Verde,CPV,FWD,5.0,false,,2026-06-07 20:08:13.783269,5.0,Gilson Benchimol
280,Jamiro Monteiro,Cabo Verde,CPV,MID,4.6,false,,2026-06-07 20:08:13.783269,4.6,Jamiro Monteiro
281,Garry Rodrigues,Cabo Verde,CPV,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,Garry Rodrigues
282,Márcio da Rosa,Cabo Verde,CPV,GK,3.5,false,,2026-06-07 20:08:13.783269,3.5,
283,Sidny Cabral,Cabo Verde,CPV,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,Sidny Cabral
284,Deroy Duarte,Cabo Verde,CPV,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,Deroy Duarte
285,Laros Duarte,Cabo Verde,CPV,MID,5.1,false,,2026-06-07 20:08:13.783269,5.1,Laros Duarte
286,Willy Semedo,Cabo Verde,CPV,MID,4.5,false,,2026-06-07 20:08:13.783269,4.5,Willy Semedo
287,Telmo Arcanjo,Cabo Verde,CPV,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,Telmo Arcanjo
288,Dailon Livramento,Cabo Verde,CPV,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,Dailon Livramento
289,Ryan Mendes,Cabo Verde,CPV,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,Ryan Mendes
290,Nuno da Costa,Cabo Verde,CPV,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,Nuno da Costa
291,Steven Moreira,Cabo Verde,CPV,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,Steven Moreira
292,Wagner Pina,Cabo Verde,CPV,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,Wagner Pina
293,Kelvin Pires,Cabo Verde,CPV,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,
294,Hélio Varela,Cabo Verde,CPV,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,Hélio Varela
295,Dominik Livakovic,Croatia,CRO,GK,4.5,false,,2026-06-07 20:08:13.783269,4.5,D. Livaković
296,Josip Stanisic,Croatia,CRO,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,J. Stanišić
297,Marin Pongracic,Croatia,CRO,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,M. Pongračić
298,Josko Gvardiol,Croatia,CRO,DEF,5.0,false,,2026-06-07 20:08:13.783269,5.0,J. Gvardiol
299,Duje Caleta-Car,Croatia,CRO,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,
300,Josip Sutalo,Croatia,CRO,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,J. Šutalo
301,Nikola Moro,Croatia,CRO,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,
302,Mateo Kovacic,Croatia,CRO,MID,6.0,false,,2026-06-07 20:08:13.783269,6.0,M. Kovačić
303,Andrej Kramaric,Croatia,CRO,FWD,6.2,false,,2026-06-07 20:08:13.783269,6.2,A. Kramarić
304,Luka Modric,Croatia,CRO,MID,6.2,false,,2026-06-07 20:08:13.783269,6.3,L. Modrić
305,Ante Budimir,Croatia,CRO,FWD,6.8,false,,2026-06-07 20:08:13.783269,6.8,A. Budimir
306,Ivor Pandur,Croatia,CRO,GK,3.9,false,,2026-06-07 20:08:13.783269,3.9,
307,Nikola Vlasic,Croatia,CRO,MID,6.1,false,,2026-06-07 20:08:13.783269,6.1,N. Vlašić
308,Ivan Perisic,Croatia,CRO,FWD,5.4,false,,2026-06-07 20:08:13.783269,5.4,I. Perišić
309,Mario Pasalic,Croatia,CRO,MID,6.4,false,,2026-06-07 20:08:13.783269,6.4,Mario Pašalić
310,Martin Baturina,Croatia,CRO,MID,6.5,false,,2026-06-07 20:08:13.783269,6.5,M. Baturina
311,Petar Sucic,Croatia,CRO,MID,4.2,false,,2026-06-07 20:08:13.783269,4.2,P. Sučić
312,Kristijan Jakic,Croatia,CRO,DEF,5.6,false,,2026-06-07 20:08:13.783269,5.6,
313,Toni Fruk,Croatia,CRO,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,
314,Igor Matanovic,Croatia,CRO,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,I. Matanović
315,Luka Sucic,Croatia,CRO,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,L. Sučić
316,Luka Vuskovic,Croatia,CRO,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,L. Vušković
317,Dominik Kotarski,Croatia,CRO,GK,4.4,false,,2026-06-07 20:08:13.783269,4.4,
318,Marco Pasalic,Croatia,CRO,FWD,5.3,false,,2026-06-07 20:08:13.783269,5.3,Marco Pašalić
319,Martin Erlic,Croatia,CRO,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,
320,Petar Musa,Croatia,CRO,FWD,5.1,false,,2026-06-07 20:08:13.783269,5.1,P. Musa
321,Eloy Room,Curaçao,CUW,GK,3.9,false,,2026-06-07 20:08:13.783269,3.9,E. Room
322,Shurandy Sambo,Curaçao,CUW,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,S. Sambo
323,Juriën Gaari,Curaçao,CUW,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,J. Gaari
324,Roshon van Eijma,Curaçao,CUW,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,R. van Eijma
325,Sherel Floranus,Curaçao,CUW,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,S. Floranus
326,Godfried Roemeratoe,Curaçao,CUW,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,G. Roemeratoe
327,Juninho Bacuna,Curaçao,CUW,MID,5.1,false,,2026-06-07 20:08:13.783269,5.1,J. Bacuna
328,Livano Comenencia,Curaçao,CUW,MID,4.5,false,,2026-06-07 20:08:13.783269,4.5,L. Comenencia
329,Jürgen Locadia,Curaçao,CUW,FWD,4.1,false,,2026-06-07 20:08:13.783269,4.1,J. Locadia
330,Leandro Bacuna,Curaçao,CUW,MID,4.0,false,,2026-06-07 20:08:13.783269,4.0,L. Bacuna
331,Jeremy Antonisse,Curaçao,CUW,FWD,4.0,false,,2026-06-07 20:08:13.783269,4.0,J. Antonisse
332,Tyrese Noslin,Curaçao,CUW,FWD,3.5,false,,2026-06-07 20:08:13.783269,3.5,T. Noslin
333,Kenji Gorré,Curaçao,CUW,FWD,4.2,false,,2026-06-07 20:08:13.783269,4.2,K. Gorré
334,Ar'Jany Martha,Curaçao,CUW,MID,3.5,false,,2026-06-07 20:08:13.783269,3.5,
335,Jearl Margaritha,Curaçao,CUW,FWD,4.2,false,,2026-06-07 20:08:13.783269,4.2,J. Margaritha
336,Brandley Kuwas,Curaçao,CUW,FWD,4.4,false,,2026-06-07 20:08:13.783269,4.4,B. Kuwas
337,Armando Obispo,Curaçao,CUW,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,A. Obispo
338,Gervane Kastaneer,Curaçao,CUW,FWD,4.0,false,,2026-06-07 20:08:13.783269,4.0,G. Kastaneer
339,Joshua Brenet,Curaçao,CUW,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,J. Brenet
340,Tahith Chong,Curaçao,CUW,MID,4.2,false,,2026-06-07 20:08:13.783269,4.2,T. Chong
341,Kevin Felida,Curaçao,CUW,MID,4.5,false,,2026-06-07 20:08:13.783269,4.5,
342,Riechedly Bazoer,Curaçao,CUW,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,R. Bazoer
343,Deveron Fonville,Curaçao,CUW,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,D. Fonville
344,Tyrick Bodak,Curaçao,CUW,GK,3.5,false,,2026-06-07 20:08:13.783269,3.5,
345,Trevor Doornbusch,Curaçao,CUW,GK,3.6,false,,2026-06-07 20:08:13.783269,3.6,
346,Sontje Hansen,Curaçao,CUW,FWD,4.4,false,,2026-06-07 20:08:13.783269,4.4,S. Hansen
347,Matej Kovár,Czechia,CZE,GK,4.1,false,,2026-06-07 20:08:13.783269,4.1,M. Kovář
348,David Zima,Czechia,CZE,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,D. Zima
349,Tomás Holes,Czechia,CZE,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,T. Holeš
350,Robin Hranác,Czechia,CZE,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,R. Hranáč
351,Vladimír Coufal,Czechia,CZE,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,V. Coufal
352,Stepán Chaloupek,Czechia,CZE,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,Š. Chaloupek
353,Ladislav Krejcí,Czechia,CZE,DEF,4.4,false,,2026-06-07 20:08:13.783269,4.4,L. Krejčí
354,Vladimír Darida,Czechia,CZE,MID,5.3,false,,2026-06-07 20:08:13.783269,5.3,V. Darida
355,Adam Hlozek,Czechia,CZE,FWD,6.5,false,,2026-06-07 20:08:13.783269,6.5,A. Hložek
356,Patrik Schick,Czechia,CZE,FWD,7.3,false,,2026-06-07 20:08:13.783269,7.3,P. Schick
357,Jan Kuchta,Czechia,CZE,FWD,5.5,false,,2026-06-07 20:08:13.783269,5.5,
358,Lukás Cerv,Czechia,CZE,MID,5.3,false,,2026-06-07 20:08:13.783269,5.3,L. Červ
359,Mojmír Chytil,Czechia,CZE,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,M. Chytil
360,David Jurásek,Czechia,CZE,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,
361,Pavel Sulc,Czechia,CZE,FWD,5.9,false,,2026-06-07 20:08:13.783269,5.9,P. Šulc
362,Jindrich Stanek,Czechia,CZE,GK,4.0,false,,2026-06-07 20:08:13.783269,4.0,
363,Lukás Provod,Czechia,CZE,MID,5.9,false,,2026-06-07 20:08:13.783269,5.9,L. Provod
364,Michal Sadílek,Czechia,CZE,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,M. Sadílek
365,Tomás Chory,Czechia,CZE,FWD,5.3,false,,2026-06-07 20:08:13.783269,5.3,T. Chorý
366,Jaroslav Zeleny,Czechia,CZE,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,J. Zelený
367,David Doudera,Czechia,CZE,DEF,5.1,false,,2026-06-07 20:08:13.783269,5.1,D. Douděra
368,Tomás Soucek,Czechia,CZE,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,T. Souček
369,Lukás Hornícek,Czechia,CZE,GK,3.8,false,,2026-06-07 20:08:13.783269,3.8,
370,Alexandr Sojka,Czechia,CZE,MID,4.5,false,,2026-06-07 20:08:13.783269,4.5,A. Sojka
371,Hugo Sochurek,Czechia,CZE,MID,4.3,false,,2026-06-07 20:08:13.783269,4.3,
372,Denis Visinsky,Czechia,CZE,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,D. Višinský
373,Hernán Galíndez,Ecuador,ECU,GK,4.2,false,,2026-06-07 20:08:13.783269,4.2,H. Galíndez
374,Félix Torres,Ecuador,ECU,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,F. Torres
375,Joel Ordóñez,Ecuador,ECU,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,J. Ordoñez
376,Jordy Alcívar,Ecuador,ECU,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,J. Alcívar
377,Pervis Estupiñán,Ecuador,ECU,DEF,4.8,false,,2026-06-07 20:08:13.783269,4.8,P. Estupiñán
378,Anthony Valencia,Ecuador,ECU,MID,4.2,false,,2026-06-07 20:08:13.783269,4.2,
379,John Yeboah,Ecuador,ECU,FWD,5.1,false,,2026-06-07 20:08:13.783269,5.1,J. Yeboah
380,Kendry Páez,Ecuador,ECU,MID,5.2,false,,2026-06-07 20:08:13.783269,5.2,K. Páez
381,Kevin Rodríguez,Ecuador,ECU,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,K. Rodríguez
382,Moisés Ramírez,Ecuador,ECU,GK,3.9,false,,2026-06-07 20:08:13.783269,3.9,
383,Enner Valencia,Ecuador,ECU,FWD,5.9,false,,2026-06-07 20:08:13.783269,5.9,E. Valencia
384,Alan Minda,Ecuador,ECU,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,A. Minda
385,Pedro Vite,Ecuador,ECU,MID,5.2,false,,2026-06-07 20:08:13.783269,5.2,P. Vite
386,Jordy Caicedo,Ecuador,ECU,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,J. Caicedo
387,Ángelo Preciado,Ecuador,ECU,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,Á. Preciado
388,Denil Castillo,Ecuador,ECU,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,
389,Gonzalo Plata,Ecuador,ECU,FWD,5.6,false,,2026-06-07 20:08:13.783269,5.6,G. Plata
390,Nilson Angulo,Ecuador,ECU,FWD,6.0,false,,2026-06-07 20:08:13.783269,6.0,N. Angulo
391,Alan Franco,Ecuador,ECU,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,A. Franco
392,Gonzalo Valle,Ecuador,ECU,GK,3.6,false,,2026-06-07 20:08:13.783269,3.6,
393,Moisés Caicedo,Ecuador,ECU,MID,6.8,false,,2026-06-07 20:08:13.783269,6.8,M. Caicedo
394,Jeremy Arévalo,Ecuador,ECU,FWD,4.0,false,,2026-06-07 20:08:13.783269,4.0,
395,Jackson Porozo,Ecuador,ECU,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,J. Porozo
396,Yaimar Medina,Ecuador,ECU,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,Y. Medina
397,Yasser Ibrahim,Egypt,EGY,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,Yasser Ibrahim
398,Mohamed Hany,Egypt,EGY,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,Mohamed Hany
399,Ramy Rabia,Egypt,EGY,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,Ramy Rabia
400,Emam Ashour,Egypt,EGY,MID,4.6,false,,2026-06-07 20:08:13.783269,4.6,Emam Ashour
401,Hamza Abdelkarim,Egypt,EGY,FWD,4.3,false,,2026-06-07 20:08:13.783269,4.3,Hamza Abdelkarim
402,Mohamed Salah,Egypt,EGY,FWD,10.0,false,,2026-06-07 20:08:13.783269,10,Mohamed Salah
403,Haissem Hassan,Egypt,EGY,FWD,4.6,false,,2026-06-07 20:08:13.783269,4.6,Haissem Hassan
404,Karim Hafez,Egypt,EGY,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,Karim Hafez
405,Ibrahim Adel,Egypt,EGY,FWD,5.9,false,,2026-06-07 20:08:13.783269,5.9,Ibrahim Adel
406,Mahmoud Saber,Egypt,EGY,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,Mahmoud Saber
407,Omar Marmoush,Egypt,EGY,FWD,7.8,false,,2026-06-07 20:08:13.783269,7.8,Omar Marmoush
408,Tarek Alaa,Egypt,EGY,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,
409,Jordan Pickford,England,ENG,GK,4.8,false,,2026-06-07 20:08:13.783269,4.8,J. Pickford
410,Ezri Konsa,England,ENG,DEF,4.8,false,,2026-06-07 20:08:13.783269,4.8,E. Konsa
411,Nico O'Reilly,England,ENG,DEF,4.7,false,,2026-06-07 20:08:13.783269,4.7,N. O'Reilly
412,Declan Rice,England,ENG,MID,7.0,false,,2026-06-07 20:08:13.783269,7,D. Rice
413,John Stones,England,ENG,DEF,4.6,false,,2026-06-07 20:08:13.783269,4.6,J. Stones
414,Marc Guéhi,England,ENG,DEF,5.1,false,,2026-06-07 20:08:13.783269,5.1,M. Guéhi
415,Bukayo Saka,England,ENG,FWD,9.5,false,,2026-06-07 20:08:13.783269,9.5,B. Saka
416,Elliot Anderson,England,ENG,MID,6.5,false,,2026-06-07 20:08:13.783269,6.5,E. Anderson
417,Harry Kane,England,ENG,FWD,10.5,false,,2026-06-07 20:08:13.783269,10.5,H. Kane
418,Jude Bellingham,England,ENG,MID,8.3,false,,2026-06-07 20:08:13.783269,8.6,J. Bellingham
419,Marcus Rashford,England,ENG,FWD,7.5,false,,2026-06-07 20:08:13.783269,7.5,M. Rashford
420,Dean Henderson,England,ENG,GK,4.2,false,,2026-06-07 20:08:13.783269,4.2,
421,Jordan Henderson,England,ENG,MID,5.1,false,,2026-06-07 20:08:13.783269,5.1,J. Henderson
422,Kobbie Mainoo,England,ENG,MID,6.1,false,,2026-06-07 20:08:13.783269,6.1,
423,Morgan Rogers,England,ENG,MID,7.2,false,,2026-06-07 20:08:13.783269,7.2,M. Rogers
424,Anthony Gordon,England,ENG,FWD,7.0,false,,2026-06-07 20:08:13.783269,7.0,A. Gordon
425,Eberechi Eze,England,ENG,MID,8.0,false,,2026-06-07 20:08:13.783269,8,E. Eze
426,Ivan Toney,England,ENG,FWD,7.5,false,,2026-06-07 20:08:13.783269,7.5,
427,James Trafford,England,ENG,GK,4.0,false,,2026-06-07 20:08:13.783269,4.0,
428,Reece James,England,ENG,DEF,5.2,false,,2026-06-07 20:08:13.783269,5.2,R. James
429,Djed Spence,England,ENG,DEF,4.5,false,,2026-06-07 20:08:13.783269,4.5,D. Spence
430,Jarell Quansah,England,ENG,DEF,4.4,false,,2026-06-07 20:08:13.783269,4.4,J. Quansah
431,Tino Livramento,England,ENG,DEF,4.6,false,,2026-06-07 20:08:13.783269,4.6,
432,Dan Burn,England,ENG,DEF,4.5,false,,2026-06-07 20:08:13.783269,4.5,D. Burn
433,Ollie Watkins,England,ENG,FWD,7.9,false,,2026-06-07 20:08:13.783269,7.9,O. Watkins
434,Noni Madueke,England,ENG,FWD,6.1,false,,2026-06-07 20:08:13.783269,6.1,N. Madueke
435,David Raya,Spain,ESP,GK,5.0,false,,2026-06-07 20:08:13.783269,5,
436,Marc Pubill,Spain,ESP,DEF,4.2,false,,2026-06-07 20:08:13.783269,4.2,Marc Pubill
437,Alejandro Grimaldo,Spain,ESP,DEF,4.9,false,,2026-06-07 20:08:13.783269,4.9,
438,Eric García,Spain,ESP,DEF,4.5,false,,2026-06-07 20:08:13.783269,4.5,
439,Marcos Llorente,Spain,ESP,DEF,5.5,false,,2026-06-07 20:08:13.783269,5.5,Marcos Llorente
440,Mikel Merino,Spain,ESP,MID,6.2,false,,2026-06-07 20:08:13.783269,6.2,Mikel Merino
441,Ferran Torres,Spain,ESP,FWD,7.8,false,,2026-06-07 20:08:13.783269,7.8,Ferran Torres
442,Fabián Ruiz,Spain,ESP,MID,6.8,false,,2026-06-07 20:08:13.783269,6.8,Fabián Ruiz
443,Yéremy Pino,Spain,ESP,FWD,5.9,false,,2026-06-07 20:08:13.783269,5.9,Yéremy Pino
444,Pedro Porro,Spain,ESP,DEF,5.5,false,,2026-06-07 20:08:13.783269,5.5,Pedro Porro
445,Joan García,Spain,ESP,GK,4.0,false,,2026-06-07 20:08:13.783269,4.0,
446,Aymeric Laporte,Spain,ESP,DEF,5.5,false,,2026-06-07 20:08:13.783269,5.5,Aymeric Laporte
447,Martín Zubimendi,Spain,ESP,MID,6.1,false,,2026-06-07 20:08:13.783269,6.1,
448,Lamine Yamal,Spain,ESP,FWD,10.0,false,,2026-06-07 20:08:13.783269,10,Lamine Yamal
449,Mikel Oyarzabal,Spain,ESP,FWD,8.1,false,,2026-06-07 20:08:13.783269,8.1,Mikel Oyarzabal
450,Pau Cubarsí,Spain,ESP,DEF,5.0,false,,2026-06-07 20:08:13.783269,5,Pau Cubarsí
451,Unai Simón,Spain,ESP,GK,5.0,false,,2026-06-07 20:08:13.783269,5.0,Unai Simón
452,Marc Cucurella,Spain,ESP,DEF,5.1,false,,2026-06-07 20:08:13.783269,5.1,Marc Cucurella
453,Víctor Muñoz,Spain,ESP,FWD,4.0,false,,2026-06-07 20:08:13.783269,4.0,
454,Borja Iglesias,Spain,ESP,FWD,6.8,false,,2026-06-07 20:08:13.783269,6.8,Borja Iglesias
455,Brice Samba,France,FRA,GK,4.5,false,,2026-06-07 20:08:13.783269,4.5,
456,Malo Gusto,France,FRA,DEF,5.1,false,,2026-06-07 20:08:13.783269,5.1,M. Gusto
457,Lucas Digne,France,FRA,DEF,5.0,false,,2026-06-07 20:08:13.783269,5.0,L. Digne
458,Jules Koundé,France,FRA,DEF,5.4,false,,2026-06-07 20:08:13.783269,5.4,J. Koundé
459,Ousmane Dembélé,France,FRA,FWD,10.0,false,,2026-06-07 20:08:13.783269,10,O. Dembélé
460,Aurélien Tchouaméni,France,FRA,MID,6.5,false,,2026-06-07 20:08:13.783269,6.5,A. Tchouaméni
461,Marcus Thuram,France,FRA,FWD,7.5,false,,2026-06-07 20:08:13.783269,7.5,M. Thuram
462,Kylian Mbappé,France,FRA,FWD,10.5,false,,2026-06-07 20:08:13.783269,10.5,K. Mbappé
463,Michael Olise,France,FRA,FWD,9.5,false,,2026-06-07 20:08:13.783269,9.5,M. Olise
464,Bradley Barcola,France,FRA,FWD,8.0,false,,2026-06-07 20:08:13.783269,8.0,B. Barcola
465,N'Golo Kanté,France,FRA,MID,5.1,false,,2026-06-07 20:08:13.783269,5.1,
466,Adrien Rabiot,France,FRA,MID,6.4,false,,2026-06-07 20:08:13.783269,6.4,A. Rabiot
467,Ibrahima Konaté,France,FRA,DEF,4.9,false,,2026-06-07 20:08:13.783269,4.9,I. Konaté
468,Mike Maignan,France,FRA,GK,5.0,false,,2026-06-07 20:08:13.783269,5,M. Maignan
469,William Saliba,France,FRA,DEF,5.3,false,,2026-06-07 20:08:13.783269,5.3,W. Saliba
470,Warren Zaïre-Emery,France,FRA,MID,6.1,false,,2026-06-07 20:08:13.783269,6.1,W. Zaïre-Emery
471,Theo Hernández,France,FRA,DEF,5.0,false,,2026-06-07 20:08:13.783269,5.3,T. Hernández
472,Désiré Doué,France,FRA,FWD,7.5,false,,2026-06-07 20:08:13.783269,7.5,D. Doué
473,Lucas Hernández,France,FRA,DEF,5.2,false,,2026-06-07 20:08:13.783269,5.2,
474,Jean-Philippe Mateta,France,FRA,FWD,6.5,false,,2026-06-07 20:08:13.783269,6.5,J. Mateta
475,Robin Risser,France,FRA,GK,3.5,false,,2026-06-07 20:08:13.783269,3.5,
476,Rayan Cherki,France,FRA,MID,8.0,false,,2026-06-07 20:08:13.783269,8.0,R. Cherki
477,Maghnes Akliouche,France,FRA,MID,6.4,false,,2026-06-07 20:08:13.783269,6.4,M. Akliouche
478,Maxence Lacroix,France,FRA,DEF,4.5,false,,2026-06-07 20:08:13.783269,4.5,M. Lacroix
479,Dayot Upamecano,France,FRA,DEF,5.3,false,,2026-06-07 20:08:13.783269,5.3,D. Upamecano
480,Manu Koné,France,FRA,MID,6.1,false,,2026-06-07 20:08:13.783269,6.1,M. Koné
481,Manuel Neuer,Germany,GER,GK,5.0,false,,2026-06-07 20:08:13.783269,5,M. Neuer
482,Antonio Rüdiger,Germany,GER,DEF,5.5,false,,2026-06-07 20:08:13.783269,5.5,A. Rüdiger
483,Waldemar Anton,Germany,GER,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,W. Anton
484,Jonathan Tah,Germany,GER,DEF,5.3,false,,2026-06-07 20:08:13.783269,5.3,J. Tah
485,Aleksandar Pavlovic,Germany,GER,MID,5.5,false,,2026-06-07 20:08:13.783269,5.5,A. Pavlović
